eventid,ccode,id,countryname,startdate,enddate,stday,stmo,styr,eday,emo,eyr,duration,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,acd_questionable,notes,female_event,lgbtq_issue,coder,latitude,longitude,geo_comments,location_precision
910024,91,24,Honduras,11-Aug-97,15-Aug-97,11,8,1997,15,8,1997,5,4,0,Prison inmates,,,Prison System,,1,0,4,3,2,Santa Barbara; Trujillo; Danli; Santa Rosa de Copan; Juticalpa,Santa Rosa de Copan,4,5,5,13,,,Prisoners riot and escape at four overcrowded prisons.  An intensive manhunt is waged by the army for several days.,Both,0,,0,0,CL,14.76667,-88.783333,,
910024,91,24,Honduras,11-Aug-97,15-Aug-97,11,8,1997,15,8,1997,5,4,0,Prison inmates,,,Prison System,,1,0,4,3,2,Santa Barbara; Trujillo; Danli; Santa Rosa de Copan; Juticalpa,Juticalpa,5,5,5,13,,,Prisoners riot and escape at four overcrowded prisons.  An intensive manhunt is waged by the army for several days.,Both,0,,0,0,CL,14.66639,-86.218613,,
910025,91,25,Honduras,10-Oct-97,11-Oct-97,10,10,1997,11,10,1997,2,2,0,American activists,,,United States,,0,0,1,0,0,Tegucigalpa,Tegucigalpa,1,1,1,8,10,,"Five American colleagues of an American priest that disappeared 14 years ago stage a hunger strike outside the US embassy, demanding that the US tell what it knows about the disappearance.",AP,0,Found in Guatemala search,0,0,CL,14.08333,-87.216667,,
910026,91,26,Honduras,12-Oct-97,12-Oct-97,12,10,1997,12,10,1997,1,2,0,Indiginous protesters,,,Colombus Day,,0,0,3,0,0,Tegucigalpa,Tegucigalpa,1,1,1,5,,,Native peoples gather to protest Columbus Day.  They smash a statue of the explorer in Colon Plaza.,AFP,0,,0,0,CL,14.08333,-87.216667,,
910027,91,27,Honduras,26-Oct-97,26-Oct-97,26,10,1997,26,10,1997,1,4,0,Prison inmates,,,Prison,,1,0,2,2,2,Santa Rosa de Copan,Santa Rosa de Copan,1,3,3,13,,,Inmates riot and escape from prison.,Both,0,,0,0,CL,14.76667,-88.783333,,
910028,91,28,Honduras,31-Oct-97,17-Nov-97,31,10,1997,17,11,1997,18,6,4,Public health workers,,,Government,,1,0,5,0,1,Nationwide,Nationwide,1,7,8,2,,,Public health workers strike and riot for higher wages.  Event ends when the army removes the striking workers from the hospitals.,AFP,0,,0,0,CL,15,-86.5,,
910029,91,29,Honduras,14-Nov-97,14-Nov-97,14,11,1997,14,11,1997,1,2,0,Indiginous protesters,,,Government,,1,0,1,0,0,Tegucigalpa,Tegucigalpa,1,1,1,5,,,Two indigenous persons imprisoned for destroying a statue of Christopher Columbus on 10/12/1997 stage a hunger strike.,AFP,0,,0,0,CL,14.08333,-87.216667,,
910030,91,30,Honduras,15-Nov-97,17-Nov-97,15,11,1997,17,11,1997,3,4,0,Prison inmates,,,Prison,,1,0,3,0,0,Lempira prison; Gracias prison,Lempira prison,1,5,5,13,,,Prisoners riot and escape.,AFP,0,Lempira is 185 miles northeast of the capital.  Gracias is in western Honduras.,0,0,CL,14.18877,-88.556534,,
910030,91,30,Honduras,15-Nov-97,17-Nov-97,15,11,1997,17,11,1997,3,4,0,Prison inmates,,,Prison,,1,0,3,0,0,Lempira prison; Gracias prison,Gracias prison,2,5,5,13,,,Prisoners riot and escape.,AFP,0,,0,0,CL,14.58987,-88.581642,Location keyed to town of Gracias,no
910031,91,31,Honduras,20-Nov-97,20-Nov-97,20,11,1997,20,11,1997,1,9,0,Unknown bombers,,,Taiwanese embassy,,0,0,1,0,0,Tegucigalpa,Tegucigalpa,1,1,1,8,,,Two men throw a bomb at the Taiwanese embassy.,AFP,0,,0,0,CL,14.08333,-87.216667,,
910032,91,32,Honduras,11-Feb-98,11-Feb-98,11,2,1998,11,2,1998,1,4,0,Prison inmates,,,Prison,,1,0,3,0,1,La Ceiba,La Ceiba,1,2,2,13,,,Prison inmates riot and escape into the hills with assault weapons.,Both,0,,0,0,CL,15.76667,-86.833344,,
910033,91,33,Honduras,13-Feb-98,13-Feb-98,13,2,1998,13,2,1998,1,2,0,Former employees,,,Standard Fruit,,0,0,4,0,0,Atlantic Coast,Atlantic Coast,1,6,6,13,,,2000 former employees of Standard Fruit block a highway to demand compensation for health problems allegedly caused by pesticides.,AFP,0,,0,0,CL,15.79864,-86.491241,Location estimated.,no
910034,91,34,Honduras,8-Apr-98,8-Apr-98,8,4,1998,8,4,1998,1,4,0,Prison inmates,,,Prison,,1,0,-99,1,2,La Ceiba,La Ceiba,1,2,2,13,,,Prison inmates riot.  Police foil an escape attempt.,AP,0,,0,0,CL,15.76667,-86.833344,,
910035,91,35,Honduras,22-Apr-98,22-Apr-98,22,4,1998,22,4,1998,1,1,0,Committee of Popular and Indigenous Organizations,,,US embassy,,0,0,2,0,0,Tegucigalpa,Tegucigalpa,1,1,1,8,,,"A group of Indians march in front of the US embassy to protest the execution of a man in Arizona, and demanding the withdrawal of US troops from Honduras.",Both,0,,0,0,CL,14.08333,-87.216667,,
910036,91,36,Honduras,26-May-98,26-May-98,26,5,1998,26,5,1998,1,2,0,Honduran civilians,Americans,,US embassy,,0,0,3,0,0,Tegucigalpa,Tegucigalpa,1,1,1,8,,,"Over 100 Hondurans and 6 Americans protest in front of the US embassy, demanding help in the search for the remains of a US priest killed 15 years earlier in a battle between army forces and leftist guerillas.",AFP,0,,0,0,CL,14.08333,-87.216667,,
910037,91,37,Honduras,12-Oct-98,12-Oct-98,12,10,1998,12,10,1998,1,1,0,Committee of People's and Indian Organizations,,,Colombus Day,,0,0,4,0,0,Tegucigalpa,Tegucigalpa,1,1,1,5,,,2000 protesters watch as a Indian rights group finishes a three month symbolic trial of Christopher Columbus.  The group finds him guild and 'executes' him by pelting a painting of him with arrows.,AP,0,,0,0,CL,14.08333,-87.216667,,
910038,91,38,Honduras,14-Dec-98,14-Dec-98,14,12,1998,14,12,1998,1,4,0,Prison inmates,,,Prison,,1,0,-99,2,2,Santa Rosa de Copan,Santa Rosa de Copan,1,3,3,13,,,Prison guards open fire on a prison riot.,AP,0,,0,0,CL,14.76667,-88.783333,,
910039,91,39,Honduras,17-Dec-98,17-Dec-98,17,12,1998,17,12,1998,1,4,0,Prison inmates,,,Prison,,1,0,-99,4,2,Tegucigalpa,Tegucigalpa,1,1,1,3,,,Prisoners gangs riot over a lack of food and clean drinking water in the aftermath of Hurricane Mitch.,AP,0,,0,0,CL,14.08333,-87.216667,,
910040,91,40,Honduras,11-Apr-99,11-Apr-99,11,4,1999,11,4,1999,1,8,0,Unknown gunmen,,,Police,,1,0,-99,4,0,Yoro,Yoro,1,3,3,14,,,"Unknown gunmen assassinate a police commissioner, his wife, and his two guards.",AFP,0,,0,0,CL,15.29497,-87.142288,,
910041,91,41,Honduras,29-Aug-99,29-Aug-99,29,8,1999,29,8,1999,1,2,0,Farmers,,,Guatemala,El Salvador,0,0,-99,0,0,San Pedro Sula,San Pedro Sula,1,2,2,8,2,,Farmers smash one million eggs to protest unfair egg competition from Guatemala and El Salvador.,AFP,0,Found in Guatemala search,0,0,CL,15.5,-88.033333,,
910042,91,42,Honduras,12-Oct-99,12-Oct-99,12,10,1999,12,10,1999,1,1,0,Confederation of Indigenous Peoples,,,Government,,1,0,4,0,1,Tegucigalpa,Tegucigalpa,1,1,1,5,12,,Indians protest on Columbus Day against a decision to strike down a law that bans foreigners from buying land along Honduras' borders and coasts. Many Indians live in these areas and fear being driven out by foreign investors.,AP,0,,0,0,CL,14.08333,-87.216667,,
910043,91,43,Honduras,12-Nov-99,12-Nov-99,12,11,1999,12,11,1999,1,4,0,Prison gang,,,Prison gang,,0,0,-99,12,0,San Pedro Sula,San Pedro Sula,1,2,2,14,,,A prison riot occurs.  12 inmates have their throats slit.,AP,0,,0,0,CL,15.5,-88.033333,,
910044,91,44,Honduras,18-Mar-00,18-Mar-00,18,3,2000,18,3,2000,1,4,0,Soccer fans,,,Soccer fans,,0,0,-99,0,1,San Pedro Sula,San Pedro Sula,1,2,2,13,,,A soccer riot erupts between fans of team Olimpia from the capital and local team Real Espana.,AP,0,,0,0,CL,15.5,-88.033333,,
910045,91,45,Honduras,28-Mar-00,28-Mar-00,28,3,2000,28,3,2000,1,9,0,Pirates,,,Dutch tourists,,0,0,-99,0,0,Caribbean coast,Caribbean coast,1,6,6,12,,,Pirates attack and rob a sailboat.  The tourists are rescued by ham radio operators.,AP,0,,0,0,CL,15.79864,-86.491241,Location estimated.,no
910046,91,46,Honduras,28-Aug-00,29-Aug-00,28,8,2000,29,8,2000,2,6,1,Popular Bloc,,,Government,National Autonomous and National Teaching universities,1,0,4,0,0,Nationwide,Nationwide,1,7,8,2,,,A strike occurs over plans by the government to privatize state-owned businesses.,AFP,0,,0,0,CL,15,-86.5,,
910047,91,47,Honduras,4-Sep-00,8-Sep-00,4,9,2000,8,9,2000,5,2,0,Chorti,,,Government,,1,0,3,0,1,Copan Archaeological Park,Copan Archaeological Park,1,3,3,12,5,,"Protesters of the Chorti tribe block the entrances to a tourist site, demanding that the government give them land to farm.  Police forcibly remove them.",AP,0,,0,0,CL,14.84097,-89.144493,Location assigned to site of Copan Ruins,
910048,91,48,Honduras,23-Sep-00,23-Sep-00,23,9,2000,23,9,2000,1,4,0,Juvenile inmates,,,Prison,,1,0,-99,1,2,San Pedro Sula,San Pedro Sula,1,2,2,13,,,A prison riot erupts after guards block a mass escape attempt.,AP,0,,0,0,CL,15.5,-88.033333,,
910049,91,49,Honduras,8-Nov-00,8-Nov-00,8,11,2000,8,11,2000,1,4,0,Prison inmates,,,Prison guards,,0,0,-99,0,1,Tamara,Tamara,1,3,3,13,,,A prison riot occurs.,AP,0,,0,0,CL,14.18993,-87.331429,,
910050,91,50,Honduras,7-Feb-01,7-Feb-01,7,2,2001,7,2,2001,1,6,0,Secondary school teachers,,,Government,,1,0,5,0,0,Nationwide,Nationwide,1,7,8,2,,,School teachers strike to demand the government pay their salaries and increase wages.,AP,0,,0,0,CL,15,-86.5,,
910051,91,51,Honduras,20-Mar-01,20-Mar-01,20,3,2001,20,3,2001,1,4,0,Prison gang,,,Prison guards,,1,0,2,1,2,San Pedro Sula,San Pedro Sula,1,2,2,13,,,A prison gang riots and attempts an escape.,AP,0,,0,0,CL,15.5,-88.033333,,
910052,91,52,Honduras,4-Aug-01,4-Aug-01,4,8,2001,4,8,2001,1,2,0,Protesters,,,Canadian embassy,,0,0,2,0,0,Tegucigalpa,Tegucigalpa,1,1,1,8,,,20 people protest at the Canadian embassy over that country's asylum policies.,AP,0,,0,0,CL,14.08333,-87.216667,,
910053,91,53,Honduras,3-Aug-01,3-Aug-01,3,8,2001,3,8,2001,1,9,0,Unknown assailants,,,Gang members,,0,0,-99,5,0,La Lima,La Lima,1,3,3,14,,,Five gang members are assassinated.,AFP,0,,0,0,CL,15.433,-87.917,,
910054,91,54,Honduras,11-Aug-01,11-Aug-01,11,8,2001,11,8,2001,1,9,0,Unknown assailants,,,American expatriot,,0,0,1,0,0,Puerto Cortes,Puerto Cortes,1,2,2,12,,,An American living in Honduras is kidnapped; a ransom demand is made.,Both,0,,0,0,CL,15.82507,-87.928581,,
910055,91,55,Honduras,23-Nov-01,23-Nov-01,23,11,2001,23,11,2001,1,9,0,Unknown gunmen,,,Nationalist party congressional candidate,,0,0,-99,1,0,Near the Salvadoran border,Near the Salvadoran border,1,6,6,1,,,A congressional candidate is assassinated in advance of elections.,AP,0,,0,0,CL,13.99232,-88.541908,Location estimated.,no
910056,91,56,Honduras,24-Nov-01,24-Nov-01,24,11,2001,24,11,2001,1,9,0,Unknown gunmen,,,Liberal party,,0,0,-99,0,0,San Pedro Sula,San Pedro Sula,1,2,2,1,,,Gunmen open fire on Liberal party headquarters in advance of an election.,AP,0,,0,0,CL,15.5,-88.033333,,
910057,91,57,Honduras,1-Mar-02,1-Mar-02,1,3,2002,1,3,2002,1,2,0,Trade unionists,,,United States,International Monetary Fund,0,0,4,0,0,Unknown,Unknown,1,-99,-99,2,8,,Trade unionists protest in four Honduran cities against the country's reliance on US monetary aid and the growing influence of the IMF.,AP,0,Date is estimated.  Event found in El Salvador search.,0,0,CL,14.95,-86.550003,,
910058,91,58,Honduras,21-Mar-02,5-Apr-02,21,3,2002,5,4,2002,16,2,0,Protesters,,,Kidnappers,,0,0,4,0,0,Tegucigalpa,Tegucigalpa,1,1,1,13,,,Protesters demonstrate repeatedly against the armed men that committed Honduras' first child kidnapping.,AP,0,Dates are estimated.,0,0,CL,14.08333,-87.216667,,
910059,91,59,Honduras,25-Apr-02,30-Apr-02,25,4,2002,30,4,2002,6,6,0,National Federation of Teachers,,,Government,,1,0,5,0,0,Nationwide,Nationwide,1,7,8,2,,,"80,000 teachers strike for higher wages.",AP,0,End date is estimated.,0,0,CL,15,-86.5,,
910060,91,60,Honduras,3-Jun-02,6-Jun-02,3,6,2002,6,6,2002,4,6,0,National Federation of Teachers,,,Government,,1,0,5,0,0,Nationwide,Nationwide,1,7,8,2,,,"58,000 teachers strike for higher wages.",AFP,0,,0,0,CL,15,-86.5,,
910061,91,61,Honduras,27-May-02,31-May-02,27,5,2002,31,5,2002,5,6,0,Banana workers,,,Chiquita Brands International Inc,,0,0,4,0,0,Cortes; Yoro provinces,Cortes province,1,7,7,2,,,Banana workers strike to demand wage hikes and more social services.,AP,0,End date is estimated.,0,0,CL,15.49095,-87.933479,,
910061,91,61,Honduras,27-May-02,31-May-02,27,5,2002,31,5,2002,5,6,0,Banana workers,,,Chiquita Brands International Inc,,0,0,4,0,0,Cortes; Yoro provinces,Yoro province,2,7,7,2,,,Banana workers strike to demand wage hikes and more social services.,AP,0,End date is estimated.,0,0,CL,15.29497,-87.142288,,
910062,91,62,Honduras,31-Jul-02,31-Jul-02,31,7,2002,31,7,2002,1,9,0,Unknown gunmen,,,European tourists,,0,0,1,2,0,Atlantida province,Atlantida province,1,6,6,12,,,A tourist bus is ambushed and robbed.  Two European tourists are murdered.,Both,0,,0,0,CL,15.66963,-87.142288,,
910063,91,63,Honduras,6-Aug-02,13-Aug-02,6,8,2002,13,8,2002,8,2,4,Coffee farmers,,,Government,,1,0,4,0,1,Tegucigalpa,Tegucigalpa,1,1,1,2,,,"Coffee growers protest to demand government farm aid.  When police arrive to clear roadblocks, a riot erupts.",AP,0,,0,0,CL,14.08333,-87.216667,,
910064,91,64,Honduras,24-Oct-02,24-Oct-02,24,10,2002,24,10,2002,1,3,0,Popular Bloc,,,Government,,1,0,-99,0,1,Tegucigalpa,Tegucigalpa,1,1,1,2,,,Police clash with teachers and workers who are demanding pay increases.,AP,0,,0,0,CL,14.08333,-87.216667,,
910065,91,65,Honduras,21-Nov-02,21-Nov-02,21,11,2002,21,11,2002,1,9,0,Unknown attackers,,,Jorge Roberto Maradiaga,,0,0,1,0,0,Tegucigalpa,Tegucigalpa,1,1,1,14,,,Three assailants lob a bomb at the house of a man who ran for president in the 1980s.,AP,0,,0,0,CL,14.08333,-87.216667,,
910066,91,66,Honduras,24-Nov-02,24-Nov-02,24,11,2002,24,11,2002,1,8,0,Drug smugglers,,,Police,,1,0,-99,3,0,Awasbila,Awasbila,1,3,3,13,,,Drug smugglers and police engage in a gun battle.,AP,0,,0,0,CL,15.34181,-84.606049,"Also spelled ""Auasbila""",
910067,91,67,Honduras,15-Dec-02,15-Dec-02,15,12,2002,15,12,2002,1,9,0,Unknown gunmen,,,Lawyer,,0,0,1,1,0,El Pedregalito,El Pedregalito,1,3,3,14,,,Unknown gunmen assassinate a lawyer.,AP,0,,0,0,CL,13.70446,-86.619637,,
910068,91,68,Honduras,28-Feb-03,28-Feb-03,28,2,2003,28,2,2003,1,6,0,Teachers,Nursing aids,,Government,,1,0,5,0,0,Nationwide,Nationwide,1,7,8,2,,,Teachers and nurses strike for higher wages.,AP,0,,0,0,CL,15,-86.5,,
910069,91,69,Honduras,5-Apr-03,5-Apr-03,5,4,2003,5,4,2003,1,3,0,Mara 18 prison inmates,,,Paisa gang inmates,,0,0,3,69,2,La Ceiba,La Ceiba,1,2,2,13,,,"Rival prison gangs battle with grenades, guns, and knives smuggled into the El Porvenir prison.  Mara 18 tries to take over the prison in response to a weapon's raid by authorities, prompting violence from the other inmates.",Both,0,,0,0,CL,15.76667,-86.833344,,
910070,91,70,Honduras,8-May-03,8-May-03,8,5,2003,8,5,2003,1,9,0,Unknown attackers,,,Arnulfo Gutierrez,,0,0,1,1,0,San Pedro Sula,San Pedro Sula,1,2,2,14,,,Belgium's honorary consul to Honduras is shot dead.,AFP,0,,0,0,CL,15.5,-88.033333,,
910071,91,71,Honduras,4-Aug-03,4-Aug-03,4,8,2003,4,8,2003,1,9,0,Criminal gang,,,Civilians,,0,0,-99,9,0,San Pedro Sula,San Pedro Sula,1,2,2,14,,,A criminal gang massacres a family for unknown reasons.,AP,0,,0,0,CL,15.5,-88.033333,,
910072,91,72,Honduras,27-Aug-03,27-Aug-03,27,8,2003,27,8,2003,1,3,0,Popular Resistance Group,,,Government,International Monetary Fund,1,0,4,0,1,Tegucigalpa,Tegucigalpa,1,1,1,2,8,,Riots and clashes with police erupt over an upcoming deal with the IMF.,AFP,0,,0,0,CL,14.08333,-87.216667,,
910073,91,73,Honduras,31-Aug-03,31-Aug-03,31,8,2003,31,8,2003,1,9,0,Criminal gang,,,Civilians,,0,0,-99,11,0,San Pedro Sula,San Pedro Sula,1,2,2,13,,,A gang attacks a bus in retaliation for a government security crackdown.,Both,0,,0,0,CL,15.5,-88.033333,,
910074,91,74,Honduras,14-Oct-03,14-Oct-03,14,10,2003,14,10,2003,1,1,0,Political Block,Democratic Unification Party,Public sector workers,Government,International Monetary Fund,1,0,5,0,0,Nationwide,Nationwide,1,7,8,2,8,,Left leaning parties lead protests against IMF austerity measures.,AP,0,,0,0,CL,15,-86.5,,
910075,91,75,Honduras,4-Nov-03,4-Nov-03,4,11,2003,4,11,2003,1,2,0,Anti-globalization protesters,,,US Secretary of State Powell,,0,0,2,0,0,Tegucigalpa,Tegucigalpa,1,1,1,8,2,,About 50 protesters gather during a visit by US Secretary of State Powell to decry the Central American Free Trade Agreement.,AP,0,,0,0,CL,14.08333,-87.216667,,
910076,91,76,Honduras,18-Dec-03,18-Dec-03,18,12,2003,18,12,2003,1,9,0,Unknown gunmen,,,Civilians,,0,0,1,1,0,Juticalpa,Juticalpa,1,3,3,12,,,Gunmen murder a friar and steal Christmas bonuses from a home for the elderly.,AP,0,,0,0,CL,14.66639,-86.218613,,
910077,91,77,Honduras,21-Dec-03,21-Dec-03,21,12,2003,21,12,2003,1,4,0,Christmas shoppers,,,Christmas shoppers,,0,0,4,1,0,Tegucigalpa,Tegucigalpa,1,1,1,12,,,"Crowds at a Christmas toy giveaway in the National Stadium surge out of control, leading to a riot.",AP,0,,0,0,CL,14.08333,-87.216667,,
910078,91,78,Honduras,22-Feb-04,22-Feb-04,22,2,2004,22,2,2004,1,9,0,Criminal gang,,,Civilians,,0,0,-99,1,0,Northern Honduras,Northern Honduras,1,6,6,13,,,A man is murdered.  A note on his body threatens the president if he continues a crackdown on the country's gangs.,AP,0,,0,0,CL,15.25681,-86.42395,Location estimated.,no
910079,91,79,Honduras,20-Mar-04,20-Mar-04,20,3,2004,20,3,2004,1,2,0,Anti-war protesters,,,Government,United States,1,0,3,0,0,Tegucigalpa,Tegucigalpa,1,1,1,8,,,Hundreds gather on the one year anniversary of the invasion of Iraq to protest the war and Honduras' participation in it.,AP,0,,0,0,CL,14.08333,-87.216667,,
910080,91,80,Honduras,11-May-04,11-May-04,11,5,2004,11,5,2004,1,2,0,Journalists,,,Government,,1,0,3,0,0,Tegucigalpa,Tegucigalpa,1,1,1,10,,,More than 100 employees and executives of Honduras' El Heraldo newspaper demonstrated outside a courtroom to protest the trial on defamation charges of one of their colleagues.,AP,0,,0,0,CL,14.08333,-87.216667,,
910081,91,81,Honduras,11-May-04,11-May-04,11,5,2004,11,5,2004,1,1,0,Civic Council of Popular and Indigenous Organizations of Honduras,,,Government,,1,0,3,0,0,Road linking Tegucigalpa with San Pedro Sula,Road linking Tegucigalpa with San Pedro Sula,1,3,3,4,5,,Indigenous peoples block a road to protest the deforestation of their communities.,AP,0,,0,0,CL,14.62022,-87.903671,Location estimated.,no
910082,91,82,Honduras,14-Jun-04,14-Jun-04,14,6,2004,14,6,2004,1,6,0,Telecom employees,,,Empresa de Telecomunicaciones,Government,1,0,4,0,0,Nationwide,Nationwide,1,7,8,2,,,"Workers walk off the job at the state-owned telecom company, demanding higher wages from the government.",AP,0,,0,0,CL,15,-86.5,,
910083,91,83,Honduras,7-Jun-04,10-Jul-04,7,6,2004,10,7,2004,34,6,0,Teachers,,,Government,,1,0,4,0,0,Nationwide,Nationwide,1,7,8,2,,,Thousands of teachers strike for higher salaries.,AP,0,Start date is estimated.,0,0,CL,15,-86.5,,
910084,91,84,Honduras,20-Jul-04,20-Jul-04,20,7,2004,20,7,2004,1,2,0,Local environmentalists,,,Loggers,,0,0,2,0,1,Olancho province,Olancho province,1,6,6,4,,,About 50 local environmentalists repeatedly block a road so that logging trucks can't pass.  The government sends in the army to quell the dispute.,AP,0,,0,0,CL,14.80674,-85.766663,,
910085,91,85,Honduras,20-Sep-04,30-Sep-04,20,9,2004,30,9,2004,11,6,0,Nurses,Doctors,,Government,,1,0,5,0,0,Nationwide,Nationwide,1,7,8,2,,,Doctors and nurses strike at public hospitals for higher wages.,AP,0,End date is estimated.,0,0,CL,15,-86.5,,
910086,91,86,Honduras,14-Oct-04,14-Oct-04,14,10,2004,14,10,2004,1,6,0,Association of Urban Transport,,,Mara Salvatrucha (MS-13),Mara-18,0,0,4,0,0,Tegucigalpa,Tegucigalpa,1,1,1,9,,,The Association of Urban Transport staged a strike against street gangs.,AP,0,,0,0,CL,14.08333,-87.216667,,
910087,91,87,Honduras,23-Dec-04,23-Dec-04,23,12,2004,23,12,2004,1,9,0,Mara Salvatrucha (MS-13),,,Civilians,,0,0,1,28,0,Chamelecon,Chamelecon,1,3,3,13,,,"MS-13 attacks a bus, killing 28 civilians in a message aimed at crime-busting politicians and President Ricardo Maduro.",Both,0,,0,0,CL,15.439,-88.016739,,
910088,91,88,Honduras,15-Jan-05,15-Jan-05,15,1,2005,15,1,2005,1,8,0,Mara 18,,,Honduran Security Ministry,,1,0,-99,1,0,Tegucigalpa,Tegucigalpa,1,1,1,14,,,Members of a street gang gun down a policeman and abduct a legal advisor to the Security Ministry.  Police rescue him 8 hours later.,AP,0,,0,0,CL,14.08333,-87.216667,,
910089,91,89,Honduras,27-Feb-05,27-Feb-05,27,2,2005,27,2,2005,1,9,0,Unknown gunmen,,,Civilians,,0,0,-99,5,0,Sabanetas,Sabanetas,1,3,3,14,,,Five members of a family are violently executed by parties unknown.,AP,0,,0,0,CL,15.51657,-86.587173,,
910090,91,90,Honduras,29-Mar-05,29-Mar-05,29,3,2005,29,3,2005,1,6,0,National Association of Public Employees,,,Public hospitals,,1,0,5,0,0,Nationwide,Nationwide,1,7,8,2,,,"Over 40,000 public hospitals workers strike for better wages.",AP,0,,0,0,CL,15,-86.5,,
910091,91,91,Honduras,20-Apr-05,20-Apr-05,20,4,2005,20,4,2005,1,2,0,Ada Luis Otero,,,Supreme Court building,,1,0,1,0,0,Tegucigalpa,Tegucigalpa,1,1,1,13,,,A woman stands naked outside the Supreme Court to protest government corruption.,AP,0,,0,0,CL,14.08333,-87.216667,,
910092,91,92,Honduras,1-May-05,1-May-05,1,5,2005,1,5,2005,1,2,0,Protesters,,,CAFTA,,0,0,-99,0,0,Tegucigalpa,Tegucigalpa,1,1,1,8,2,,May Day protest against CAFTA.,AP,0,,0,0,CL,14.08333,-87.216667,,
910093,91,93,Honduras,4-Jun-05,4-Jun-05,4,6,2005,4,6,2005,1,9,0,Criminal gang,,,Civilians,,0,0,-99,1,0,La Ceiba,La Ceiba,1,2,2,12,,,"Criminal gangs attack and rob a bus, killing a Canadian tourist.",Both,0,,0,0,CL,15.76667,-86.833344,,
910094,91,94,Honduras,10-Sep-05,14-Sep-05,10,9,2005,14,9,2005,5,1,0,National Indian Council,,,Government,,1,0,4,0,0,Copan,Copan,1,3,3,12,5,,Indigenous protesters take over a tourist site to pressure the government to honor a 1997 deal to disperse land to the Indians.,AP,0,,0,0,CL,14.93608,-88.8647,,
910095,91,95,Honduras,1-Dec-05,1-Dec-05,1,12,2005,1,12,2005,1,1,0,National Party,,,Liberal party,,0,0,-99,0,0,Tegucigalpa,Tegucigalpa,1,1,1,1,,,"The leader of the National Party leads a protest, refusing to recognize the election victory of the Liberal Party.",AP,0,,0,0,CL,14.08333,-87.216667,,
910096,91,96,Honduras,4-Jan-06,4-Jan-06,4,1,2006,4,1,2006,1,9,0,Criminal gang,,,Criminal gang,,0,0,-99,13,0,Tegucigalpa,Tegucigalpa,1,1,1,12,,,Drug trading in the National Penitentiary leads to a battle among prison gangs using smuggled guns.,AP,0,,0,0,CL,14.08333,-87.216667,,
910097,91,97,Honduras,15-Feb-06,15-Feb-06,15,2,2006,15,2,2006,1,9,0,Unknown assailants,,,Civilians,,0,0,-99,3,0,Tegucigalpa,Tegucigalpa,1,1,1,14,,,Unknown assailants attack an ambulance with grenades and automatic weapons.,AP,0,,0,0,CL,14.08333,-87.216667,,
910098,91,98,Honduras,1-Apr-06,1-Apr-06,1,4,2006,1,4,2006,1,2,0,Protesters,,,CAFTA,,0,0,4,0,0,Tegucigalpa,Tegucigalpa,1,1,1,8,2,,Protesters decry the official beginning of the CAFTA pact.,AP,0,,0,0,CL,14.08333,-87.216667,,
910099,91,99,Honduras,19-Apr-06,19-Apr-06,19,4,2006,19,4,2006,1,3,0,Mara 18,,,Rival prison gang,,0,0,-99,2,0,La Paz penitentiary,La Paz penitentiary,1,3,3,13,,,A prison riot occurs when Mara 18 members ambush a rival gang in a ploy to gain more territory in the prison.,AP,0,,0,0,CL,14.317,-87.682999,,
910100,91,100,Honduras,26-Jul-06,26-Jul-06,26,7,2006,26,7,2006,1,1,0,Civic and Democratic Alliance,,,Government,,1,0,3,0,0,Western Honduras on the Pan-American Highway,Western Honduras on the Pan-American Highway,1,3,3,4,,,Environmentalists protest laws that allow foreign investment in Honduran mines; they argue that foreign capital destroys the environment.,AP,0,,0,0,CL,14.49537,-88.971916,Location estimated.,no
910101,91,101,Honduras,20-Oct-06,20-Oct-06,20,10,2006,20,10,2006,1,2,0,Lenca Indians,,,Government,,1,0,-99,0,0,San Antonio,San Antonio,1,3,3,4,,,Indians protest the construction of a hydroelectric dam.,AP,0,,0,0,CL,15.07,-88.019997,,
910102,91,102,Honduras,27-Mar-07,27-Mar-07,27,3,2007,27,3,2007,1,4,0,Protesters,,,Government,,1,0,3,0,1,150 miles west of Tegucigalpa,150 miles west of Tegucigalpa,1,3,3,2,3,,"Armed protesters clash with police, demanding that the government build more schools, health clinics and provide other services in the area.",AP,0,,0,0,CL,15.01598,-89.118347,Location estimated.,no
910103,91,103,Honduras,27-Aug-07,27-Aug-07,27,8,2007,27,8,2007,1,2,9,Protesters,,,Government,,1,0,-99,1,0,Santa Rosa de Copan,Santa Rosa de Copan,1,3,3,2,,,"An anti-poverty protest sets up a roadblock.  A hotel owner loses his patience with the blockade and opens fire on the protest, killing a teacher.",AP,0,,0,0,CL,14.76667,-88.783333,,
910104,91,104,Honduras,15-Oct-07,15-Oct-07,15,10,2007,15,10,2007,1,4,0,Prison inmates,,,Prison,,1,0,1,1,0,Yoro,Yoro,1,3,3,13,,,Prison inmates shoot their way out of a prison.,AP,0,,0,0,CL,15.29497,-87.142288,,
